"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","EXPEND","Value","Flag and Footnotes"
"2018","Sweden","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","180.56",""
"2018","Sweden","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2018","Sweden","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","200.73",""
"2018","Sweden","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2018","Sweden","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","317.98",""
"2018","Sweden","Thousand euro","Personal reasons","1 night or over","Domestic","Total","7,799,445.42",""
"2018","Sweden","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2018","Sweden","Thousand euro","Personal reasons","1 night or over","Outbound","Total","23,182,607.45",""
"2018","Sweden","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2018","Sweden","Thousand euro","Professional, business","1 night or over","Domestic","Total","2,797,123.34",""
"2018","Sweden","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2018","Sweden","Thousand euro","Professional, business","1 night or over","Outbound","Total","4,668,154.35",""
"2018","Sweden","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Belgium","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Belgium","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","59.1",""
"2019","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Belgium","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","86.76",""
"2019","Belgium","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Belgium","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","98.06",""
"2019","Belgium","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Belgium","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","200.06",""
"2019","Belgium","Thousand euro","Personal reasons","1 night or over","Domestic","Total","764,065.73",""
"2019","Belgium","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Belgium","Thousand euro","Personal reasons","1 night or over","Outbound","Total","8,866,123.23",""
"2019","Belgium","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Belgium","Thousand euro","Professional, business","1 night or over","Domestic","Total","57,606.19",""
"2019","Belgium","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Belgium","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,193,627.66",""
"2019","Belgium","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","33.29",""
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","58.12",""
"2019","Bulgaria","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Bulgaria","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","61.81",""
"2019","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","119.55",""
"2019","Bulgaria","Thousand euro","Personal reasons","1 night or over","Domestic","Total","489,823.26",""
"2019","Bulgaria","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Bulgaria","Thousand euro","Personal reasons","1 night or over","Outbound","Total","382,473.69",""
"2019","Bulgaria","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Bulgaria","Thousand euro","Professional, business","1 night or over","Domestic","Total","16,181.76",""
"2019","Bulgaria","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Bulgaria","Thousand euro","Professional, business","1 night or over","Outbound","Total","51,056.35",""
"2019","Bulgaria","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Czechia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Czechia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","21.19",""
"2019","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Czechia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","68.69",""
"2019","Czechia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Czechia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","65.33",""
"2019","Czechia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Czechia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","124.55",""
"2019","Czechia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","2,103,728.44",""
"2019","Czechia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Czechia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","3,050,620.51",""
"2019","Czechia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Czechia","Thousand euro","Professional, business","1 night or over","Domestic","Total","104,787.65",""
"2019","Czechia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Czechia","Thousand euro","Professional, business","1 night or over","Outbound","Total","306,547.63",""
"2019","Czechia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Denmark","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Denmark","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","82.65",""
"2019","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Denmark","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","133.21",""
"2019","Denmark","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Denmark","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","193.29",""
"2019","Denmark","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Denmark","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","219.81",""
"2019","Denmark","Thousand euro","Personal reasons","1 night or over","Domestic","Total","4,545,811.66",""
"2019","Denmark","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Denmark","Thousand euro","Personal reasons","1 night or over","Outbound","Total","9,118,174.28",""
"2019","Denmark","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Denmark","Thousand euro","Professional, business","1 night or over","Domestic","Total","904,889.04",""
"2019","Denmark","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Denmark","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,831,229.86",""
"2019","Denmark","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","81.03",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","106.94",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","153.47",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","241.08",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Domestic","Total","40,673,143.9",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Outbound","Total","86,872,658.43",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Domestic","Total","13,338,222.77",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Outbound","Total","12,635,687.85",""
"2019","Germany (until 1990 former territory of the FRG)","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Estonia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Estonia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","67.14",""
"2019","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Estonia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","127.2",""
"2019","Estonia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Estonia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","82.46",""
"2019","Estonia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Estonia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","181.12",""
"2019","Estonia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","403,980.64",""
"2019","Estonia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Estonia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,070,797.85",""
"2019","Estonia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Estonia","Thousand euro","Professional, business","1 night or over","Domestic","Total","58,876.55",""
"2019","Estonia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Estonia","Thousand euro","Professional, business","1 night or over","Outbound","Total","343,546.88",""
"2019","Estonia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Ireland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Ireland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","78.37",""
"2019","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Ireland","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","118.49",""
"2019","Ireland","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Ireland","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","140.91",""
"2019","Ireland","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Ireland","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","326.92",""
"2019","Ireland","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,674,837.91",""
"2019","Ireland","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Ireland","Thousand euro","Personal reasons","1 night or over","Outbound","Total","6,163,507.6",""
"2019","Ireland","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Ireland","Thousand euro","Professional, business","1 night or over","Domestic","Total","123,377.01",""
"2019","Ireland","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Ireland","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,074,356.69",""
"2019","Ireland","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Greece","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Greece","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","29.63",""
"2019","Greece","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Greece","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","67.13",""
"2019","Greece","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Greece","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","68.32",""
"2019","Greece","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Greece","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","153.33",""
"2019","Greece","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,589,432.01",""
"2019","Greece","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Greece","Thousand euro","Personal reasons","1 night or over","Outbound","Total","512,766.93",""
"2019","Greece","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Greece","Thousand euro","Professional, business","1 night or over","Domestic","Total","82,535.1",""
"2019","Greece","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Greece","Thousand euro","Professional, business","1 night or over","Outbound","Total","142,479.53",""
"2019","Greece","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Spain","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Spain","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","49.79",""
"2019","Spain","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Spain","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","113.12",""
"2019","Spain","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Spain","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","143.38",""
"2019","Spain","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Spain","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","236.27",""
"2019","Spain","Thousand euro","Personal reasons","1 night or over","Domestic","Total","24,639,992.22",""
"2019","Spain","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Spain","Thousand euro","Personal reasons","1 night or over","Outbound","Total","12,434,771.37",""
"2019","Spain","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Spain","Thousand euro","Professional, business","1 night or over","Domestic","Total","2,298,247.98",""
"2019","Spain","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Spain","Thousand euro","Professional, business","1 night or over","Outbound","Total","2,222,801.61",""
"2019","Spain","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","France","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","France","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","57.7",""
"2019","France","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","France","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","123.62",""
"2019","France","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","France","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","115.25",""
"2019","France","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","France","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","221.6",""
"2019","France","Thousand euro","Personal reasons","1 night or over","Domestic","Total","46,546,288.53",""
"2019","France","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","France","Thousand euro","Personal reasons","1 night or over","Outbound","Total","26,583,766.5",""
"2019","France","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","France","Thousand euro","Professional, business","1 night or over","Domestic","Total","6,415,711.62",""
"2019","France","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","France","Thousand euro","Professional, business","1 night or over","Outbound","Total","3,420,962.84",""
"2019","France","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Croatia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Croatia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","30.52",""
"2019","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Croatia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","72.42",""
"2019","Croatia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Croatia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","72.44",""
"2019","Croatia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Croatia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","148.79",""
"2019","Croatia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","580,031.49",""
"2019","Croatia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Croatia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","667,884.9",""
"2019","Croatia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Croatia","Thousand euro","Professional, business","1 night or over","Domestic","Total","123,515.53",""
"2019","Croatia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Croatia","Thousand euro","Professional, business","1 night or over","Outbound","Total","288,901.2",""
"2019","Croatia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Italy","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Italy","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","60.95",""
"2019","Italy","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Italy","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","91.29",""
"2019","Italy","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Italy","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","107.72",""
"2019","Italy","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Italy","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","173.34",""
"2019","Italy","Thousand euro","Personal reasons","1 night or over","Domestic","Total","13,602,786.11",""
"2019","Italy","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Italy","Thousand euro","Personal reasons","1 night or over","Outbound","Total","9,012,145.94",""
"2019","Italy","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Italy","Thousand euro","Professional, business","1 night or over","Domestic","Total","1,861,539.2",""
"2019","Italy","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Italy","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,731,422.06",""
"2019","Italy","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Cyprus","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Cyprus","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","53.09",""
"2019","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","108.46",""
"2019","Cyprus","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Cyprus","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","60.5","u"
"2019","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Cyprus","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","313.42",""
"2019","Cyprus","Thousand euro","Personal reasons","1 night or over","Domestic","Total","207,296.32",""
"2019","Cyprus","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Cyprus","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,309,373.47",""
"2019","Cyprus","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Cyprus","Thousand euro","Professional, business","1 night or over","Domestic","Total","3,648.19","u"
"2019","Cyprus","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Cyprus","Thousand euro","Professional, business","1 night or over","Outbound","Total","399,355.28",""
"2019","Cyprus","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Latvia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Latvia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","23.86",""
"2019","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Latvia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","76.99",""
"2019","Latvia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Latvia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":","u"
"2019","Latvia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Latvia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","107.15",""
"2019","Latvia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","133,715.58",""
"2019","Latvia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Latvia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","561,926.1",""
"2019","Latvia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Latvia","Thousand euro","Professional, business","1 night or over","Domestic","Total",":","u"
"2019","Latvia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Latvia","Thousand euro","Professional, business","1 night or over","Outbound","Total","174,513.65",""
"2019","Latvia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Lithuania","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Lithuania","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","26.11",""
"2019","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","65.36",""
"2019","Lithuania","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Lithuania","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","45.73",""
"2019","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Lithuania","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","98.02",""
"2019","Lithuania","Thousand euro","Personal reasons","1 night or over","Domestic","Total","173,665.78",""
"2019","Lithuania","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Lithuania","Thousand euro","Personal reasons","1 night or over","Outbound","Total","801,418.45",""
"2019","Lithuania","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Lithuania","Thousand euro","Professional, business","1 night or over","Domestic","Total","31,178.93",""
"2019","Lithuania","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Lithuania","Thousand euro","Professional, business","1 night or over","Outbound","Total","242,753.38",""
"2019","Lithuania","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Luxembourg","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Luxembourg","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","88.97",""
"2019","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","134.98",""
"2019","Luxembourg","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Luxembourg","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","159.7","u"
"2019","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","312.94",""
"2019","Luxembourg","Thousand euro","Personal reasons","1 night or over","Domestic","Total","7,559.48",""
"2019","Luxembourg","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Luxembourg","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,896,198.61",""
"2019","Luxembourg","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Luxembourg","Thousand euro","Professional, business","1 night or over","Domestic","Total","2,563.27","u"
"2019","Luxembourg","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Luxembourg","Thousand euro","Professional, business","1 night or over","Outbound","Total","537,234.06",""
"2019","Luxembourg","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Hungary","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Hungary","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","27.99",""
"2019","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Hungary","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","51.54",""
"2019","Hungary","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Hungary","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","39.89",""
"2019","Hungary","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Hungary","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","130.94",""
"2019","Hungary","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,033,523.09",""
"2019","Hungary","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Hungary","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,966,045.92",""
"2019","Hungary","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Hungary","Thousand euro","Professional, business","1 night or over","Domestic","Total","17,655.35",""
"2019","Hungary","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Hungary","Thousand euro","Professional, business","1 night or over","Outbound","Total","242,969.35",""
"2019","Hungary","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Malta","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Malta","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","63.83",""
"2019","Malta","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Malta","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","147.61",""
"2019","Malta","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Malta","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","54.51","u"
"2019","Malta","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Malta","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","198.44",""
"2019","Malta","Thousand euro","Personal reasons","1 night or over","Domestic","Total","38,416.08",""
"2019","Malta","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Malta","Thousand euro","Personal reasons","1 night or over","Outbound","Total","491,537.56",""
"2019","Malta","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Malta","Thousand euro","Professional, business","1 night or over","Domestic","Total","892.43","u"
"2019","Malta","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Malta","Thousand euro","Professional, business","1 night or over","Outbound","Total","102,102.2",""
"2019","Malta","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2019","Netherlands","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2019","Netherlands","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","34.98",""
"2019","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2019","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","85.9",""
"2019","Netherlands","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2019","Netherlands","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","152.8",""
"2019","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2019","Netherlands","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","275.1",""
"2019","Netherlands","Thousand euro","Personal reasons","1 night or over","Domestic","Total","3,415,546.76",""
"2019","Netherlands","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2019","Netherlands","Thousand euro","Personal reasons","1 night or over","Outbound","Total","16,318,427.34",""
"2019","Netherlands","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
