"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2017","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","5.55"
"2017","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","2.32"
"2017","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","99.77"
"2017","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","18.17"
"2017","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","89.05"
"2017","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","31.88"
"2017","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","275.08"
"2017","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","57.41"
"2017","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","33.5"
"2017","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","11.69"
"2017","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","152.23"
"2017","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","21.82"
"2017","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","61.15"
"2017","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","29.4"
"2017","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","197.82"
"2017","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","40.72"
"2017","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","59.16"
"2017","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.15"
"2017","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","245.15"
"2017","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.32"
"2017","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2017","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2017","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","290.99"
"2017","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","74.88"
"2017","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","37.11"
"2017","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.38"
"2017","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","57.1"
"2017","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.83"
"2017","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","44.29"
"2017","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","21.88"
"2017","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","164.88"
"2017","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","44.93"
"2017","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","59.09"
"2017","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","21.51"
"2017","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","216.32"
"2017","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","33.6"
"2017","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","32.75"
"2017","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.65"
"2017","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","287.1"
"2017","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","66.41"
"2017","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","58.41"
"2017","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","14.05"
"2017","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","319.3"
"2017","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.99"
"2017","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","184.42"
"2017","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","94.82"
"2017","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","449.21"
"2017","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","111.84"
"2017","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","173"
"2017","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","50.72"
"2017","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","386.64"
"2017","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","56.17"
"2017","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","194.82"
"2017","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","72.38"
"2017","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","383.5"
"2017","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","100.62"
"2017","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","39.24"
"2017","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.36"
"2017","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","147.59"
"2017","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14.62"
"2017","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","74.26"
"2017","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","19.53"
"2017","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","214.37"
"2017","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","24.82"
"2017","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","24.36"
"2017","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.67"
"2017","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","148.8"
